name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Dragonwar Emera ELE-G11 Gaming Wired Mouse (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71refN0Y1lL._AC_UL320_.jpg,https://www.amazon.in/Dragonwar-Emera-ELE-G11-Gaming-Mouse/dp/B01J7F4AC2/ref=sr_1_3832?qid=1679133893&s=electronics&sr=1-3832,4.3,"7,405",₹399,₹499
"Miracase Upgrade Cover for Airpods Pro 2 2022 Launch Case, Triple Layer Protective Liquid Silicone Case for AirPods Pro 2n...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41yxfthnzlL._AC_UL320_.jpg,https://www.amazon.in/Miracase-Upgrade-Airpods-Protective-Silicone/dp/B0BR872C59/ref=sr_1_3833?qid=1679133893&s=electronics&sr=1-3833,3.7,402,₹399,₹699
"junkyard Vinyl Quotes Laptop/Mobile/Bike/Luggage/Bottle/Guitar Sticker, 1.96 x 1.96 x 0.03 inches, Black","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/A1VBWKaXPoL._AC_UL320_.jpg,https://www.amazon.in/junkyard-Quotes-Laptop-Luggage-Sticker/dp/B08VGKYDX1/ref=sr_1_3834?qid=1679133893&s=electronics&sr=1-3834,4.2,"1,079",₹379,₹799
"Overtime iPhone Charger Cable 4 Foot (2-Pack), Apple MFi Certified USB to Lightning Cable, 4ft USB Cord for iPhone 14/13/1...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/616Cvo5HasL._AC_UL320_.jpg,https://www.amazon.in/Certified-Lightning-2-Pack-Charger-Charging/dp/B07SR5LWWB/ref=sr_1_3835?qid=1679133893&s=electronics&sr=1-3835,4.5,"4,853",₹319,"₹12,220"
"LIRAMARK Phone Kickstand/Phone Stand/Mobile Holder, Vertical and Horizontal Stand, Adjustable Angle, Compatible with iPhon...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51phN3FkjdL._AC_UL320_.jpg,https://www.amazon.in/LIRAMARK-Kickstand-Horizontal-Adjustable-Compatible/dp/B0BP841MJG/ref=sr_1_3836?qid=1679133893&s=electronics&sr=1-3836,3.2,106,₹99,₹299
"Aster 250 Volts Three pin Multi Plug Point Cordless Wall Socket Multi Outlet Extension Board with Fuse Protection, Univers...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51XY7fcj0kL._AC_UL320_.jpg,https://www.amazon.in/Aster-Extension-Protection-Universal-Individual/dp/B09J91TN4F/ref=sr_1_3837?qid=1679133893&s=electronics&sr=1-3837,3.7,"1,784",₹329,₹699
Spigen AlignMaster Tempered Glass Screen Guard for iPhone 11 / Xr - 2 Pack,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61y28tQA5QL._AC_UL320_.jpg,https://www.amazon.in/Spigen-AlignMaster-Auto-Align-Technology-Compatible/dp/B07W1P2VCZ/ref=sr_1_3838?qid=1679133893&s=electronics&sr=1-3838,4.4,"14,802","₹1,199","₹2,899"
"Tygot 3366 Aluminum Tripod (55-Inch), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All Smar...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51vy+P8k99L._AC_UL320_.jpg,https://www.amazon.in/Tygot-Aluminum-55-Inch-Universal-Lightweight/dp/B08MCDZH1G/ref=sr_1_3839?qid=1679133893&s=electronics&sr=1-3839,3.9,"24,830",₹799,"₹3,999"
"pTron Tangent Duo Made in India Bluetooth 5.2 Wireless in-Ear Earphones with Mic, 24Hrs Playback, 13mm Drivers, Punchy Bas...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/5107hPsNM3L._AC_UL320_.jpg,https://www.amazon.in/PTron-Tangent-Bluetooth-Earphones-Assistant/dp/B0B4F5MSZJ/ref=sr_1_3840?qid=1679133893&s=electronics&sr=1-3840,3.2,"4,644",₹499,"₹1,899"
TheGiftKart Shockproof Crystal Clear Back Cover Case for OnePlus 11 5G | 360 Degree Protection | Protective Design | Trans...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51xGup88b+L._AC_UL320_.jpg,https://www.amazon.in/TheGiftKart-Shockproof-Protection-Protective-Transparent/dp/B0BTNZVTC3/ref=sr_1_3841?qid=1679133893&s=electronics&sr=1-3841,3.7,43,₹199,₹999
"Dyazo USB Type C Male 3.0 to Female OTG Adapter Compatible for MacBook Air /Pro 2020 2019 2018, Samsung Galaxy S20 / Plus ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51DYlgvPTlL._AC_UL320_.jpg,https://www.amazon.in/Dyazo-Adapter-Compatible-MacBook-Samsung/dp/B09BCMXPXF/ref=sr_1_3842?qid=1679133893&s=electronics&sr=1-3842,4.1,258,₹149,₹599
"truke Fit 1+ Bluetooth 5.1 Truly Wireless in Ear Earbuds with mic, Dedicated Gaming Mode | 48hrs of Playtime | IPX4 | Touc...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61jm7L1SrGS._AC_UL320_.jpg,https://www.amazon.in/truke-Wireless-Dedicated-Playtime-Bluetooth/dp/B091GV4N28/ref=sr_1_3842?qid=1679133895&s=electronics&sr=1-3842,3.6,"5,240",₹799,"₹2,799"
Hisense 108 cm (43 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 43A6H (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Y9kiW1wlL._AC_UL320_.jpg,https://www.amazon.in/Hisense-inches-Bezelless-Google-43A6H/dp/B0B1MH8Y48/ref=sr_1_3843?qid=1679133895&s=electronics&sr=1-3843,4.1,"1,902","₹27,990","₹44,990"
"Affix Auto-Align Technology Tempered Glass Screen Guard for iPhone 14, iPhone 13 and for iPhone 13 Pro (6.1 Inch) | Easy I...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ZPa1Wt4NL._AC_UL320_.jpg,https://www.amazon.in/Affix-Auto-Align-Technology-Installation-Case-Friendly/dp/B09GFWVHPZ/ref=sr_1_3844?qid=1679133895&s=electronics&sr=1-3844,4.5,697,₹699,"₹1,999"
Sounce Type C to Headphone Jack Adapter with 3.5mm Aux Audio and Type C Charger Converter USB-C and Earphone Compatible wi...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31hb0rF-tkL._AC_UL320_.jpg,https://www.amazon.in/Sounce-Headphone-Adapter-Converter-Earphone/dp/B09X9QKLQ9/ref=sr_1_3845?qid=1679133895&s=electronics&sr=1-3845,3.0,206,₹199,₹999
Spigen TPU Rugged Armor Pro Case and Strap for Galaxy Watch 4 Classic (46mm) - Charcoal Gray (Watch not Included),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/610UGxiMfkL._AC_UL320_.jpg,https://www.amazon.in/Spigen-Rugged-Compatible-Galaxy-Classic/dp/B09993R3YT/ref=sr_1_3846?qid=1679133895&s=electronics&sr=1-3846,4.1,"2,859","₹1,599","₹2,699"
Panasonic CR-2025/5BE Lithium Coin Battery - Pack of 5,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61cYCtaoS6L._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Battery-Lithium-CR2025-5BE/dp/B01AA4BJX2/ref=sr_1_3847?qid=1679133895&s=electronics&sr=1-3847,4.4,"27,401",,₹250
"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Ch...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Jb+K9m2aL._AC_UL320_.jpg,https://www.amazon.in/boAt-LTG-550v3-Lightning-Resistance/dp/B09JSW16QD/ref=sr_1_3848?qid=1679133895&s=electronics&sr=1-3848,3.8,420,₹849,"₹1,490"
Spigen Ultra Hybrid Back Cover Case for Samsung Galaxy S23 Ultra (Poly Carbonate + TPU | Crystal Clear),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61W4cRrryML._AC_UL320_.jpg,https://www.amazon.in/Spigen-Hybrid-Samsung-Carbonate-Crystal/dp/B0BJRMPDPG/ref=sr_1_3849?qid=1679133895&s=electronics&sr=1-3849,4.4,509,"₹1,999","₹2,299"
"Lenovo Ideapad 3 AMD Ryzen 5 5500U 15.6""(39.62cm) FHD T&L Laptop (8GB/512GB SSD/Win 11/MSO 2021/Backlit Keyboard/2Yr Warra...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61q6x-ll5FL._AC_UL320_.jpg,https://www.amazon.in/Lenovo-Ideapad-Keyboard-Warranty-82KU017KIN/dp/B09MM58Y7Q/ref=sr_1_3850?qid=1679133895&s=electronics&sr=1-3850,4.2,"1,333","₹44,056","₹68,490"
"MI Xiao Usb Type C Hypercharge Cable 6A 100Cm Sturdy And Durable Black Supports 120W Hypercharging, Compatible With Smartp...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Qt242-MEL._AC_UL320_.jpg,https://www.amazon.in/Xiaomi-HyperCharge-Cable-100cm-Type-C/dp/B07YTNKVJQ/ref=sr_1_3851?qid=1679133895&s=electronics&sr=1-3851,4.3,"31,112",₹499,"₹1,299"
"TheGiftKart Back Cover for Redmi Note 10 Lite/Note 9 Pro/Pro Max/Poco M2 Pro (TPU, PC | Transparent)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51iZHnKYOfL._AC_UL320_.jpg,https://www.amazon.in/TheGiftKart-Cover-Redmi-Carbonate-Transparent/dp/B08WQ7YJT3/ref=sr_1_3852?qid=1679133895&s=electronics&sr=1-3852,4.1,"1,381",₹279,₹999
"HP 15s, 11th Gen Intel Core i5-1155G7, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/Intel Iris Xe Graphics/W...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91cf-YwsuXL._AC_UL320_.jpg,https://www.amazon.in/HP-i5-1155G7-Anti-Glare-KeyboardAlexa-15s-fr4000TU/dp/B0BRT8PGFB/ref=sr_1_3853?qid=1679133895&s=electronics&sr=1-3853,3.3,3,"₹53,990","₹60,598.07"
Digway Plastic Set Top Box Stand with 2 Remote Holder (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61s+wgO2yKL._AC_UL320_.jpg,https://www.amazon.in/Digway-Plastic-Stand-Remote-Holder/dp/B07MXY7G2V/ref=sr_1_3854?qid=1679133895&s=electronics&sr=1-3854,3.6,"4,245",₹169,₹299
"Zebronics Zeb-UTE101 USB to RJ45 Ethernet LAN Adapter, Up to 1000 Mbps, for Windows/Mac/Linux (Black)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/615xoGC3OfL._AC_UL320_.jpg,https://www.amazon.in/Zebronics-Zeb-UTE101-Ethernet-Adapter-Windows/dp/B08X485KNW/ref=sr_1_3855?qid=1679133895&s=electronics&sr=1-3855,4.0,916,₹649,"₹1,499"
"KABEER ART 8 In 1, 0.7mm Color Ball Point Pen With Transparent Body","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41pNZkfKTeL._AC_UL320_.jpg,https://www.amazon.in/KABEER-ART-0-7mm-Color-Transparent/dp/B071Y36PDK/ref=sr_1_3856?qid=1679133895&s=electronics&sr=1-3856,3.5,412,₹170.05,₹250
LINLO Tempered Glass Screen Guard Compatible for OnePlus 7 / OnePlus 6T with Edge to Edge Coverage and Easy Installation K...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71tBEofgYJL._AC_UL320_.jpg,https://www.amazon.in/LINLO-Compatible-OnePlus-6T-Installation/dp/B09525QFM3/ref=sr_1_3857?qid=1679133895&s=electronics&sr=1-3857,3.9,"1,663",₹154,₹699
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage) | 2.3GHz Mediatek Helio G35 Octa core Processor","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71A9Vo1BatL._AC_UL320_.jpg,https://www.amazon.in/Redmi-Sporty-Orange-64GB-Storage/dp/B08696W3B3/ref=sr_1_3858?qid=1679133895&s=electronics&sr=1-3858,4.1,"319,396","₹9,990","₹10,999"
Lavie Sport Chairman Laptop Bag | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91ZTffxMHgL._AC_UL320_.jpg,https://www.amazon.in/Lavie-Sport-Chairman-Compatible-compartments/dp/B09YCSCRBW/ref=sr_1_3859?qid=1679133895&s=electronics&sr=1-3859,4.0,713,₹899,"₹4,499"
MARVIK Soft Silicone Ultra Slim Protection Case Cover for Smartwatches Compatible with Samsung Galaxy Watch Active 4 (44m...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/6160zpqvIfL._AC_UL320_.jpg,https://www.amazon.in/MARVIK-Silicone-Protection-Smartwatches-Compatible/dp/B0BBVHDWSG/ref=sr_1_3860?qid=1679133895&s=electronics&sr=1-3860,4.1,248,₹297,₹999
"boAt Aavante Bar 553 Portable Bluetooth Speaker, Soundbar with 16W RMS Stereo Sound, Dual EQ Modes, Multi-Compatibility, ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71vgHdrs4HL._AC_UL320_.jpg,https://www.amazon.in/boAt-Portable-Bluetooth-Soundbar-Multi-Compatibility/dp/B0BLCRLYL4/ref=sr_1_3861?qid=1679133895&s=electronics&sr=1-3861,3.4,58,"₹1,999","₹3,990"
SHAKU OnePlus 11R 5G Back Camera Lens Screen Protector Anti Shock/Anti-Scratch/Clear/Camera Tempered Glass for (pack of 2),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/519hvjuVkXL._AC_UL320_.jpg,https://www.amazon.in/SHAKU-OnePlus-Protector-Anti-Scratch-Tempered/dp/B0BWWD41XJ/ref=sr_1_3862?qid=1679133895&s=electronics&sr=1-3862,3.5,2,₹175,₹299
Robustrion Hard Shell Case Cover for Apple MacBook Air 13 inch [2020 2019 2018 Release] M1 A2337 A2179 with Retina Display...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31pipqWHBLL._AC_UL320_.jpg,https://www.amazon.in/Robustrion-MacBook-Release-Retina-Display/dp/B09Q3BZZFZ/ref=sr_1_3863?qid=1679133895&s=electronics&sr=1-3863,4.0,190,₹899,"₹1,999"
Amazon Brand - Solimo Back Cover for iphone 12 Mini (TPU | Transparent),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/512C-OixVoL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Protective-Flexible/dp/B07D5HCS1Y/ref=sr_1_3864?qid=1679133895&s=electronics&sr=1-3864,3.3,235,₹139,₹599
"SUBTON Photography Mobile Holder Mini Tripod Camera Stand with Horizontal & Vertical Rotation | for Vlogging, Video Shooti...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71aHt8-6o2L._AC_UL320_.jpg,https://www.amazon.in/SUBTON-Photography-Tripod-Horizontal-Compatible/dp/B09B4G8H5P/ref=sr_1_3865?qid=1679133895&s=electronics&sr=1-3865,3.4,550,₹299,₹599
"SUBTON Photography Mobile Holder Mini Tripod Camera Stand with Horizontal & Vertical Rotation | for Vlogging, Video Shooti...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71aHt8-6o2L._AC_UL320_.jpg,https://www.amazon.in/SUBTON-Photography-Tripod-Horizontal-Compatible/dp/B09B4G8H5P/ref=sr_1_3868?qid=1679133896&s=electronics&sr=1-3868,3.4,550,₹299,₹599
MorningVale Mini Multipurpose Wall Holder with Mobile Charging Point/Stationary Storage/Bathroom acceceries/Remote Holder/...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61tp+5jBixL._AC_UL320_.jpg,https://www.amazon.in/Multipurpose-Charging-Stationary-Bathroom-qacceceries/dp/B09FDX7RVH/ref=sr_1_3869_mod_primary_new?qid=1679133896&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-3869,3.4,192,₹170,₹599
"BESTOR® Portable Ruff 12 inches LCD Paperless Memo Digital Tablet, LCD Writing Tablet for Kids, 12 Inch Doodle Board Drawi...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61zOHz0spRL._AC_UL320_.jpg,https://www.amazon.in/Bestor-Portable-Paperless-Digital-Writer/dp/B08CZP7QXJ/ref=sr_1_3870?qid=1679133896&s=electronics&sr=1-3870,3.9,"1,589",₹449,"₹1,299"
"BOBO BM4 Jaw-Grip Waterproof Bike / Motorcycle / Scooter Mobile Phone Holder Mount, Ideal for Maps and GPS Navigation (Sil...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/516RVxOa4TS._AC_UL320_.jpg,https://www.amazon.in/BOBO-Aluminium-Waterproof-Motorcycle-Navigation/dp/B083BYDFLS/ref=sr_1_3871?qid=1679133896&s=electronics&sr=1-3871,4.5,"15,669","₹1,199","₹2,199"
"MorningVale Generic-ID116Bluetooth Smart Fitness Band Watch with Heart Rate Activity Tracker, Step and Calorie Counter, Bl...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51WQe9C7RVL._AC_UL320_.jpg,https://www.amazon.in/Generic-ID116Bluetooth-Fitness-Activity-Pressure-Touchscreen/dp/B09GM7GNZZ/ref=sr_1_3872_mod_primary_new?qid=1679133896&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-3872,2.9,17,₹300,₹999
"Luxor 5 Subject Spiral Premium Exercise Notebook, Single Ruled - (18cm X 24cm), 250 Pages, Pack of 3","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71lDgUVwj3L._AC_UL320_.jpg,https://www.amazon.in/Luxor-Subject-Premium-Exercise-Notebook/dp/B07ZNRS3LH/ref=sr_1_3873?qid=1679133896&s=electronics&sr=1-3873,4.1,845,₹336,₹420
Ant Value Fkbri01 Wired Usb Multi-Device Keyboardâ  (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Q-zPvwzEL._AC_UL320_.jpg,https://www.amazon.in/Ant-Value-FKBRI01-Multi-device-Keyboard/dp/B0BFXRHHBM/ref=sr_1_3874?qid=1679133896&s=electronics&sr=1-3874,4.1,11,₹299,₹699
ZapcaseThermoplastic Polyurethane Back Case Cover for iPhone 12 | Compatible for iPhone 12 Back Case Cover | Scratch-Resis...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71K0W5av6pL._AC_UL320_.jpg,https://www.amazon.in/ZapcaseThermoplastic-Polyurethane-iPhone-Compatible-Scratch-Resistant/dp/B0BLKDPF9Y/ref=sr_1_3875?qid=1679133896&s=electronics&sr=1-3875,4.2,59,₹499,₹899
"LG 24Gn650 Ultragear Gaming 24 Inch (60 Cm) LCD 1920 x 1080 Pixels IPS Full Hd - 144Hz, 1Ms, G-Sync Compatible, Freesync P...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71+yBK346iL._AC_UL320_.jpg,https://www.amazon.in/LG-24Gn650-Ultragear-Gaming-Pixels/dp/B09T354DQ8/ref=sr_1_3876?qid=1679133896&s=electronics&sr=1-3876,4.5,813,"₹15,249","₹24,500"
MeRaYo 3 Compartment Metal Mesh Desk Organizer Stationery Pen Stand for Office Study Table (Black Color),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81QAYRibhCL._AC_UL320_.jpg,https://www.amazon.in/MeRaYo-Compartments-Organiser-Stationery-Students/dp/B07D8P81PD/ref=sr_1_3877?qid=1679133896&s=electronics&sr=1-3877,4.2,"1,294",₹375,₹599
F Gear Blackhawk 40 Ltrs Black Laptop Backpack (3178),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61lyGVOUbJL._AC_UL320_.jpg,https://www.amazon.in/F-Gear-Blackhawk-Black-Laptop-Backpack/dp/B07XMRGQCM/ref=sr_1_3878?qid=1679133896&s=electronics&sr=1-3878,4.3,915,"₹1,242","₹2,980"
Trajectory 100% Vegan Leather 16 Inch Laptop Office Messenger bag for all laptop like Apple MacBook with 2 Years Warranty ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/91yXbVN16ML._AC_UL320_.jpg,https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_3879?qid=1679133896&s=electronics&sr=1-3879,4.2,305,"₹1,399","₹2,500"
"Ceptics India to USA Converter Plug - Type B Canada Travel Adapter, 2 in 1 USA, Japan Plug - Dual Input USA Travel Adapter...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61jh6waaAhL._AC_UL320_.jpg,https://www.amazon.in/Ceptics-India-USA-Converter-Plug/dp/B0BNWY5J76/ref=sr_1_3882?qid=1679133896&s=electronics&sr=1-3882,4.7,"11,804",₹699,"₹1,499"
Tough Lee Back Cover Case for Oneplus Nord CE 2 5G (Silicon | Transparent) (Soft & Thin Cover) (Will NOT FIT Any Other Mod...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51NXHZGug5L._AC_UL320_.jpg,https://www.amazon.in/Tough-Lee-Nord-CE-Transparent/dp/B09Z64S7FG/ref=sr_1_3883?qid=1679133896&s=electronics&sr=1-3883,4.0,268,₹227,₹999
Original 25W USB-C Super Fast Charger True 25W Pd Charging Adapter Compatible for Samsung (White) (White),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/21NsRNSvbpL._AC_UL320_.jpg,https://www.amazon.in/Original-Charger-Charging-Compatible-White/dp/B0BR79T97P/ref=sr_1_3884?qid=1679133896&s=electronics&sr=1-3884,4.8,27,₹699,"₹1,499"
AmazonBasics Braided 3A USB A to USB Type C Fast Charging Data Cable for Smartphone (Black/White -1.2 Meter),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71AXCzkLjYL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Braided-Charging-Cable-Smartphone/dp/B0BPCL2DXZ/ref=sr_1_3885?qid=1679133896&s=electronics&sr=1-3885,4.3,"21,064",₹349,₹599
Brustro Artists Colour Pencil Set of 72 (in an Elegant tin Box),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81feHOWDpoL._AC_UL320_.jpg,https://www.amazon.in/Brustro-Artists-Colour-Pencil-Elegant/dp/B08SBRC16T/ref=sr_1_3886?qid=1679133896&s=electronics&sr=1-3886,4.6,906,,"₹2,199"
"AGARO 3.5mm Audio Cable Nylon Braided 24K Gold Plated Aux Cord Male to Male Stereo Hi-Fi Sound for Headphone, Car, Home St...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Gi2+F1LbL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Braided-Headphone-Speakers-33666/dp/B09RPMM1B1/ref=sr_1_3887?qid=1679133896&s=electronics&sr=1-3887,4.1,110,₹149,₹449
"Logitech MK295 Wireless USB Keyboard and Mouse Set, SilentTouch Technology, Full Number Keyboard, Shortcut Buttons, Nano U...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61UNx7KgQ5L._AC_UL320_.jpg,https://www.amazon.in/Logitech-MK295-Wireless-Keyboard-Mouse/dp/B08FMLQXN4/ref=sr_1_3888?qid=1679133896&s=electronics&sr=1-3888,4.2,"19,889","₹2,795","₹2,995"
New Edition i7 Pro Max All in One Series 7 Smart Watch with Fitness Tracker Heart Monitor Men Women Smart Watch Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31YBxYbj2tL._AC_UL320_.jpg,https://www.amazon.in/Smart-Watch-Fitness-Tracker-Monitor/dp/B0BRK7BHK5/ref=sr_1_3889?qid=1679133896&s=electronics&sr=1-3889,3.5,16,₹599,"₹2,999"
"CarFrill Multi Retractable 3.0A Fast Charger Cord, Multiple Charging Cable 4Ft/1.2m 3-in-1 USB Charge Cord with Phone/Type...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ll+gc4GBS._AC_UL320_.jpg,https://www.amazon.in/CarFrill-Retractable-Multiple-Smartphones-Multicolor/dp/B096F33PD4/ref=sr_1_3890?qid=1679133896&s=electronics&sr=1-3890,3.1,314,₹263,₹599
Amazon Brand-Solimo TPU Basic Case for Samsung Galaxy M53 5G - Clear,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61f66t2kiuL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Basic-Samsung-Galaxy/dp/B09YDMVJ18/ref=sr_1_3891?qid=1679133896&s=electronics&sr=1-3891,4.1,537,₹139,₹399
RuenTech USB Charger Compatible with Fossil Gen 5 / Gen 4 / Sport Smartwatch Rapid Charger Magnetic (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61eHROcHCgL._AC_UL320_.jpg,https://www.amazon.in/RuenTech-Charger-Compatible-Smartwatch-Magnetic/dp/B07YY7STV4/ref=sr_1_3892?qid=1679133896&s=electronics&sr=1-3892,3.8,"2,029",₹384,"₹1,499"
"Noise Buds VS204 in-Ear Truly Wireless Earbuds with 50H of Playtime, ESR, Instacharge(10 min= 120 min), Hyper Sync,10mm Dr...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51KOJNDsp8L._AC_UL320_.jpg,https://www.amazon.in/Noise-Launched-Wireless-Instacharge-Bluetooth/dp/B0B56P59YS/ref=sr_1_3893?qid=1679133896&s=electronics&sr=1-3893,3.7,363,"₹1,499","₹3,999"
"truke BTG Alpha True Gaming In Ear Earbuds with 40ms Low Latency Gaming Mode, 7 RGB LEDs, Instant Pairing, AAC Codec, Upto...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61To+QbJF6L._AC_UL320_.jpg,https://www.amazon.in/truke-Playtime-Dual-Mic-Speakers-Bluetooth/dp/B0B3MXG51Q/ref=sr_1_3891?qid=1679133897&s=electronics&sr=1-3891,3.8,433,₹899,"₹2,499"
SanDisk SDCZ430-128G-I35 Ultra Fit 3.1 128GB USB Flash Drive (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71tGDJ9LrrL._AC_UL320_.jpg,https://www.amazon.in/SanDisk-Ultra-Flash-Drive-128GB/dp/B07CJR3Q2M/ref=sr_1_3892?qid=1679133897&s=electronics&sr=1-3892,4.3,"16,026",₹888,"₹2,600"
"DR VAKU® 30W Original USB Type C Charger PD Technology Fast Mobile Wall Charging Adapter with 3.0 Power Delivery, BIS Cert...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71z+5nKP-eL._AC_UL320_.jpg,https://www.amazon.in/DR-Technology-Charging-Certified-Compactible/dp/B09S6P98Z3/ref=sr_1_3893?qid=1679133897&s=electronics&sr=1-3893,4.4,"11,273",₹999,"₹1,999"
